Reservoir,Site,DateTime,Depth_m,TFe_mgL,TMn_mgL,SFe_mgL,SMn_mgL,Flag_DateTime,Flag_TFe,Flag_TMn,Flag_SFe,Flag_SMn
BVR,50,2020-09-16 12:00:00,6,1.439047732,0.895696709,0.706104984,0.870445202,1,0,0,0,0
BVR,50,2020-09-16 12:00:00,9,25.21316402,1.407151563,24.26994462,1.40346476,1,0,0,0,0
BVR,50,2020-09-16 12:00:00,11,29.4923727,1.49300452,27.27547597,1.478965872,1,0,0,0,0
FCR,50,2020-09-21 10:49:00,0.1,0.491755812,0.118941077,0.132480163,0.008834948,0,0,0,0,0
FCR,50,2020-09-21 11:00:00,1.6,0.524033171,0.125033721,0.130489709,0.004917429,0,0,0,0,0
FCR,50,2020-09-21 11:09:00,3.8,1.727247819,0.771268461,1.788936268,1.053049206,0,0,0,0,0
FCR,50,2020-09-21 11:18:00,5,2.24311429,0.955886256,1.078927523,0.860195225,0,0,0,0,0
FCR,50,2020-09-21 11:26:00,6.2,2.868519998,1.28854448,1.38775783,1.284065168,0,0,0,0,0
FCR,50,2020-09-21 11:36:00,8,6.123916335,1.389654521,3.441933989,1.343598708,0,0,0,0,0
FCR,50,2020-09-21 11:47:00,9,18.46610231,1.541994828,15.58513405,1.526065453,0,0,0,0,0
FCR,50,2020-09-30 10:40:00,0.1,0.375343821,0.051742244,0.049640846,0.004624432,0,0,0,0,0
FCR,50,2020-09-30 10:45:00,1.6,0.387568773,0.053143333,0.063160893,0.002965367,0,0,0,0,0
FCR,50,2020-09-30 10:55:00,3.8,0.49981119,0.580094839,0.053246136,0.533248591,0,0,0,0,0
FCR,50,2020-09-30 11:05:00,5,2.334494098,1.082865543,2.051346216,1.074532663,0,0,0,0,0
FCR,50,2020-09-30 11:20:00,6.2,2.896506653,1.351740714,1.016973921,1.332631542,0,0,0,0,0
FCR,50,2020-09-30 11:30:00,8,2.277860757,1.170527448,0.24250741,1.194283388,0,0,0,0,0
FCR,50,2020-09-30 11:40:00,9,2.606146154,1.401994347,0.088643327,1.414162805,0,0,0,0,0
FCR,100,2020-09-30 12:00:00,0.1,0.224343506,0.021929584,0.023035395,0.001679163,1,0,0,0,0
BVR,50,2020-10-01 12:00:00,0.1,0.535450867,0.12017827,0.081575995,0.010567775,1,0,0,0,0
BVR,50,2020-10-01 12:00:00,3,0.526142568,0.120772717,0.046710508,0.004675912,1,0,0,0,0
BVR,50,2020-10-01 12:00:00,6,1.606323037,0.91418779,0.745623084,0.730073049,1,0,0,0,0
BVR,50,2020-10-01 12:00:00,9,18.33568345,1.312544761,21.1431711,1.380430216,1,0,0,0,0
BVR,50,2020-10-01 12:00:00,10,31.95393364,1.595736389,31.72109744,1.600341657,1,0,0,0,0
BVR,50,2020-10-05 12:00:00,0.1,0.652440481,0.153459472,0.109346008,0.028171652,1,0,0,0,0
BVR,50,2020-10-05 12:00:00,3,0.694461787,0.153529287,0.024161889,0.024825933,1,0,0,0,0
BVR,50,2020-10-05 12:00:00,6,0.63054199,0.152836623,0.016740305,0.025770625,1,0,0,0,0
BVR,50,2020-10-05 12:00:00,9,23.9154592,1.532247032,25.88221322,1.556187564,1,0,0,0,0
BVR,50,2020-10-05 12:00:00,10,32.28184375,1.641921709,28.27421893,1.476281987,1,0,0,0,0
FCR,50,2020-10-06 11:40:00,0.1,0.326586727,0.088028545,0.130468524,0.028490849,0,0,0,0,0
FCR,50,2020-10-06 11:48:00,1.6,0.342661727,0.091664121,0.120614952,0.023854489,0,0,0,0,0
FCR,50,2020-10-06 11:56:00,3.8,0.570016537,0.348235746,0.135155559,0.140273178,0,0,0,0,0
FCR,50,2020-10-06 12:05:00,5,3.930887088,1.220737237,1.848868828,1.35260944,0,0,0,0,0
FCR,50,2020-10-06 12:14:00,6.2,3.150153612,1.493579242,0.179268149,1.45899739,0,0,0,0,0
FCR,50,2020-10-06 12:24:00,8,2.994781312,1.470473203,0.032164895,1.48934075,0,0,0,0,0
FCR,50,2020-10-06 12:34:00,9,3.170312402,1.503909387,0.0366295,1.512770702,0,0,0,0,0
FCR,50,2020-10-13 11:37:00,0.1,0.27914931,0.030040725,0.154672025,0.004389466,0,0,0,0,0
FCR,50,2020-10-13 11:44:00,1.6,0.330944199,0.03297508,0.149377657,0.003901135,0,0,0,0,0
FCR,50,2020-10-13 11:53:00,3.8,0.365394127,0.106990569,0.132560336,0.056196069,0,0,0,0,0
FCR,50,2020-10-13 12:29:00,5,2.627094936,0.906026438,2.166518354,0.915701806,0,0,0,0,0
FCR,50,2020-10-13 12:36:00,6.2,3.311060208,1.38951127,0.09494187,1.316314278,0,0,0,0,0
FCR,50,2020-10-13 12:48:00,8,3.916544464,1.575777553,0.030671026,1.574940458,0,0,0,0,0
FCR,50,2020-10-13 12:57:00,9,4.070903533,1.589738104,0.048831132,1.550234553,0,0,0,0,0
BVR,50,2020-10-14 12:00:00,0.1,0.724880083,0.186259168,0.052569109,0.041673388,1,0,0,0,0
BVR,50,2020-10-14 12:00:00,3,0.727414053,0.189221206,0.033684852,0.039613163,1,0,0,0,0
BVR,50,2020-10-14 12:00:00,6,1.92992972,0.989673987,0.828931829,1.095396894,1,0,0,0,0
BVR,50,2020-10-14 12:00:00,9,29.99741084,1.646106055,27.52853466,1.574394048,1,0,0,0,0
BVR,50,2020-10-14 12:00:00,10,25.79554892,1.539680779,24.71938537,1.535537794,1,0,0,0,0
FCR,50,2020-10-16 13:29:00,0.1,0.330181973,0.069104429,0.128498681,0.017192385,0,0,0,0,0
FCR,50,2020-10-16 13:38:00,1.6,0.322004152,0.059525758,0.079498756,0.015477421,0,0,0,0,0
FCR,50,2020-10-16 13:42:00,3.8,0.335904245,0.065263465,0.103203456,0.022932541,0,0,0,0,0
FCR,50,2020-10-16 13:49:00,5,2.196667605,1.16699319,0.791616486,0.704606824,0,0,0,0,0
FCR,50,2020-10-16 13:52:00,6.2,3.728924054,1.51106776,0.362392638,1.271161834,0,0,0,0,0
FCR,50,2020-10-16 13:58:00,8,3.964241796,1.579514921,0,1.569657115,0,0,0,4,0
FCR,50,2020-10-16 14:02:00,9,3.75412004,1.524527935,0.023353497,1.464002831,0,0,0,0,0
FCR,50,2020-10-16 17:24:00,0.1,0.332658958,0.066540871,0.108358452,0.017873151,0,0,0,0,0
FCR,50,2020-10-16 17:33:00,1.6,0.327763164,0.064109092,0.088089525,0.014796504,0,0,0,0,0
FCR,50,2020-10-16 17:43:00,3.8,0.321313171,0.062759003,0.07598018,0.017658187,0,0,0,0,0
FCR,50,2020-10-16 17:51:00,5,1.053795939,0.466986821,1.051838032,0.931361842,0,0,0,0,0
FCR,50,2020-10-16 18:02:00,6.2,3.489935985,1.37037909,0.14008272,1.475397622,0,0,0,0,0
FCR,50,2020-10-16 18:12:00,8,4.026246936,1.585889031,0.013200258,1.527173282,0,0,0,0,0
FCR,50,2020-10-16 18:18:00,9,3.663883983,1.441134303,0.022432889,1.495624002,0,0,0,0,0
FCR,50,2020-10-16 21:28:00,0.1,0.398526605,0.085822548,0.086276776,0.023254898,0,0,0,0,0
FCR,50,2020-10-16 21:32:00,1.6,0.32978794,0.071302129,0.074806335,0.019280612,0,0,0,0,0
FCR,50,2020-10-16 21:35:00,3.8,0.571500636,0.288404792,0.070730543,0.131269531,0,0,0,0,0
FCR,50,2020-10-16 21:39:00,5,2.692309829,1.613928371,0.875235545,1.165684924,0,0,0,0,0
FCR,50,2020-10-16 21:43:00,6.2,2.562688202,1.480128784,0.182435916,1.422318839,0,0,0,0,0
FCR,50,2020-10-16 21:48:00,8,3.924108596,1.565906872,0,1.577408034,0,0,0,4,0
FCR,50,2020-10-16 21:53:00,9,6.231686813,1.529104327,0.334194157,1.534721454,0,0,0,0,0
FCR,50,2020-10-17 01:35:00,0.1,0.385137042,0.113318827,0.066434367,0.044251796,0,0,0,0,0
FCR,50,2020-10-17 01:39:00,1.6,0.354511077,0.107608513,0.072005712,0.043282876,0,0,0,0,0
FCR,50,2020-10-17 01:43:00,3.8,1.02134091,0.101497151,0.066149365,0.038119781,0,0,0,0,0
FCR,50,2020-10-17 01:46:00,5,2.134774363,1.398469945,1.060287125,1.169747414,0,0,0,0,0
FCR,50,2020-10-17 01:50:00,6.2,3.892721867,1.569469591,0.005,1.559788032,0,0,0,3,0
FCR,50,2020-10-17 01:53:00,8,3.768716341,1.517704899,0.052963286,1.417993918,0,0,0,0,0
FCR,50,2020-10-17 01:57:00,9,5.169759914,1.533301544,0.005,1.473513572,0,0,0,3,0
FCR,50,2020-10-17 05:35:00,0.1,0.426810771,0.161085535,0.050118406,0.082484662,0,0,0,0,0
FCR,50,2020-10-17 05:39:00,1.6,0.409885874,0.155535959,0.069841999,0.084970804,0,0,0,0,0
FCR,50,2020-10-17 05:42:00,3.8,0.4143988,0.155915731,0.072491774,0.082887025,0,0,0,0,0
FCR,50,2020-10-17 05:45:00,5,4.262296812,1.891878011,1.774098095,1.803392603,0,0,0,0,0
FCR,50,2020-10-17 05:49:00,6.2,2.469649799,1.027876347,0.29925255,1.041233107,0,0,0,0,0
FCR,50,2020-10-17 05:53:00,8,3.962243666,1.576749177,0.009177138,1.520348821,0,0,0,0,0
FCR,50,2020-10-17 05:56:00,9,4.027158128,1.598196191,0,1.581288109,0,0,0,4,0
FCR,50,2020-10-17 09:32:00,0.1,0.50060686,0.215602474,0.02924053,0.129699978,0,0,0,0,0
FCR,50,2020-10-17 09:35:00,1.6,0.482692481,0.207809303,0.060567617,0.129675666,0,0,0,0,0
FCR,50,2020-10-17 09:38:00,3.8,0.547674031,0.227926023,0.082257096,0.168665864,0,0,0,0,0
FCR,50,2020-10-17 09:42:00,5,3.576680641,1.551177503,1.300463486,1.007176095,0,0,0,0,0
FCR,50,2020-10-17 09:45:00,6.2,2.390414754,0.959546712,0.126254569,0.863110976,0,0,0,0,0
FCR,50,2020-10-17 09:50:00,8,4.044895528,1.60688997,0,1.582435413,0,0,0,4,0
FCR,50,2020-10-17 09:53:00,9,3.83015167,1.537480814,0.006161862,1.364282886,0,0,0,0,0
FCR,50,2020-10-17 13:30:00,0.1,0.512625447,0.230855113,0.055359226,0.145001205,0,0,0,0,0
FCR,50,2020-10-17 13:33:00,1.6,0.531459536,0.240370607,0.047945412,0.142938973,0,0,0,0,0
FCR,50,2020-10-17 13:36:00,3.8,0.481060625,0.216844279,0.06067606,0.13505115,0,0,0,0,0
FCR,50,2020-10-17 13:39:00,5,2.041172571,1.097705198,1.019470995,1.205945363,0,0,0,0,0
FCR,50,2020-10-17 13:42:00,6.2,3.700317833,1.500875443,0.006838899,1.591762771,0,0,0,0,0
FCR,50,2020-10-17 13:47:00,8,3.494328981,1.415403513,0.031607228,1.448255899,0,0,0,0,0
FCR,50,2020-10-17 13:49:00,9,0.005,0.03875455,0.087125613,1.586765195,0,3,0,0,0
FCR,50,2020-10-19 12:48:00,0.1,0.555262181,0.192370323,0.055702796,0.100504754,0,0,0,0,0
FCR,50,2020-10-19 13:00:00,1.6,0.544102901,0.195827133,0.086649328,0.099798829,0,0,0,0,0
FCR,50,2020-10-19 13:09:00,3.8,0.547780361,0.219220128,0.060720969,0.112602649,0,0,0,0,0
FCR,50,2020-10-19 13:18:00,5,1.669393431,0.952531309,0.020923472,1.10628766,0,0,0,0,0
FCR,50,2020-10-19 13:33:00,6.2,3.431682547,1.555514406,0.022092714,1.378216496,0,0,0,0,0
FCR,50,2020-10-19 14:22:00,8,3.558172986,1.54493604,0.012968113,1.495671135,0,0,0,0,0
FCR,50,2020-10-19 14:38:00,9,4.035940112,1.764651591,0.015612939,1.738961192,0,0,0,0,0
FCR,100,2020-10-19 12:00:00,0.1,0.043741314,0.004559399,0.009848943,0.00118069,1,0,0,0,0
BVR,50,2020-10-26 12:00:00,0.1,0.665741888,0.136728171,0.108826101,0.004903824,1,0,0,0,0
BVR,50,2020-10-26 12:00:00,3,0.663255063,0.146345391,0.033269939,0.004367071,1,0,0,0,0
BVR,50,2020-10-26 12:00:00,6,1.163483638,0.387409394,0.045861874,0.312644566,1,0,0,0,0
BVR,50,2020-10-26 12:00:00,9,29.80158136,1.787220449,27.54549206,1.714342837,1,0,0,0,0
BVR,50,2020-10-26 12:00:00,11,31.16136523,1.77780045,31.66330164,1.818830108,1,0,0,0,0
FCR,50,2020-10-28 11:05:00,0.1,0.333258323,0.048613747,0.07082362,0.004149504,0,0,0,0,0
FCR,50,2020-10-28 11:14:00,1.6,0.337790112,0.048334645,0.065528129,0.002871694,0,0,0,0,0
FCR,50,2020-10-28 11:23:00,3.8,0.422591219,0.08633713,0.019637931,0.003615061,0,0,0,0,0
FCR,50,2020-10-28 11:33:00,5,0.811969384,0.697610729,0.01565501,0.532366552,0,0,0,0,0
FCR,50,2020-10-28 11:51:00,6.2,2.305747936,1.855879832,0.010214141,1.754329449,0,0,0,0,0
FCR,50,2020-10-28 12:02:00,8,2.796241651,2.139848641,0.005,2.005977715,0,0,0,3,0
FCR,50,2020-10-28 12:16:00,9,2.801706593,2.10512426,0.016792926,2.016243892,0,0,0,0,0
FCR,50,2020-11-02 09:32:00,0.1,1.568238191,0.768471898,0.017977032,0.645857162,0,0,0,0,0
FCR,50,2020-11-02 09:43:00,1.6,1.585673829,0.770348302,0.014563251,0.647206532,0,0,0,0,0
FCR,50,2020-11-02 09:59:00,3.8,1.472960904,0.702577106,0.013151712,0.600401988,0,0,0,0,0
FCR,50,2020-11-02 10:10:00,5,1.427203401,0.676976948,0.01693406,0.557470805,0,0,0,0,0
FCR,50,2020-11-02 10:21:00,6.2,1.457434164,0.690164356,0.018946469,0.56326282,0,0,0,0,0
FCR,50,2020-11-02 10:36:00,8,1.190230707,0.509398201,0.018880437,0.410007795,0,0,0,0,0
FCR,50,2020-11-02 10:47:00,9,1.191558473,0.511617917,0.021615782,0.362109528,0,0,0,0,0
FCR,100,2020-11-02 12:00:00,0.1,,,0.131487579,0.004581351,1,2,2,0,0
FCR,200,2020-11-02 12:00:00,0.1,1.027068578,0.050466783,0.513871484,0.051846524,1,0,0,0,0
FCR,50,2020-11-04 11:40:00,0.1,0.828215594,0.363045538,0.034316784,0.285960159,0,0,0,0,0
FCR,50,2020-11-04 11:48:00,1.6,0.86078389,0.367278348,0.043165982,0.283065439,0,0,0,0,0
FCR,50,2020-11-04 11:54:00,3.8,0.885200389,0.372536585,0.04922017,0.2828543,0,0,0,0,0
FCR,50,2020-11-04 11:59:00,5,0.884083256,0.370812146,0.033621676,0.28162216,0,0,0,0,0
FCR,50,2020-11-04 12:05:00,6.2,0.896865603,0.370314139,0.034359115,0.282420906,0,0,0,0,0
FCR,50,2020-11-04 12:11:00,8,0.956771209,0.376745093,0.031996346,0.286291307,0,0,0,0,0
FCR,50,2020-11-04 12:15:00,9,0.933772724,0.374648744,0.037490386,0.282487791,0,0,0,0,0
FCR,50,2020-11-09 10:41:00,0.1,0.357157333,0.265400454,0.038133772,0.230491129,0,0,0,0,0
FCR,50,2020-11-09 10:58:00,1.6,0.406340583,0.272335175,0.036796822,0.232258461,0,0,0,0,0
FCR,50,2020-11-09 11:10:00,3.8,0.572715757,0.3277247,0.032814792,0.261923014,0,0,0,0,0
FCR,50,2020-11-09 11:24:00,5,0.741314928,0.380022501,0.026943076,0.297660076,0,0,0,0,0
FCR,50,2020-11-09 11:35:00,6.2,0.685510154,0.367216993,0.032356594,0.300551865,0,0,0,0,0
FCR,50,2020-11-09 11:47:00,8,0.805365393,0.397526818,0.034864898,0.314229224,0,0,0,0,0
FCR,50,2020-11-09 12:00:00,9,0.788367474,0.390161726,0.02170989,0.315485896,0,0,0,0,0
FCR,100,2020-11-09 12:00:00,0.1,0.052873455,0.006951145,0.006117821,0.000811601,1,0,0,0,0
BVR,50,2020-11-10 12:00:00,0.1,1.903003894,0.285265308,0.136303777,0.112197888,1,0,0,0,0
BVR,50,2020-11-10 12:00:00,3,2.02938682,0.31752524,0.116103918,0.151557297,1,0,0,0,0
BVR,50,2020-11-10 12:00:00,6,2.085474468,0.327716711,0.086059266,0.164545204,1,0,0,0,0
BVR,50,2020-11-10 12:00:00,9,2.08715318,0.365125685,0.075864552,0.224457361,1,0,0,0,0
BVR,50,2020-11-10 12:00:00,10,2.345243807,0.413598403,0.118339801,0.292162083,1,0,0,0,0
FCR,50,2020-12-02 10:02:00,0.1,0.723302706,0.139002148,0.086751267,0.130720108,0,0,0,0,0
FCR,50,2020-12-02 10:11:00,1.6,0.714808874,0.137846642,0.213344444,0.123898343,0,0,0,0,0
FCR,50,2020-12-02 10:27:00,3.8,0.767880241,0.141039965,0.136264415,0.121790554,0,0,0,0,0
FCR,50,2020-12-02 10:35:00,5,0.753694998,0.142346716,0.172736456,0.122445147,0,0,0,0,0
FCR,50,2020-12-02 10:47:00,6.2,0.744567776,0.141283237,0.154083023,0.121713206,0,0,0,0,0
FCR,50,2020-12-02 10:58:00,8,0.774114864,0.140260086,0.136785817,0.121700982,0,0,0,0,0
FCR,50,2020-12-02 11:06:00,9,0.83393735,0.143657701,0.144981196,0.122953554,0,0,0,0,0
FCR,100,2020-12-02 13:31:00,0.1,0.554416047,0.028794968,0.117219741,0.001412224,0,0,0,0,0
FCR,200,2020-12-02 13:45:00,0.1,1.122697204,0.036441823,0.602033138,0.034290555,0,0,0,0,0
BVR,50,2020-12-02 10:05:00,0.1,1.074037639,0.107733694,0.24097247,0.001355243,0,0,0,0,0
BVR,50,2020-12-02 10:18:00,3,1.065997472,0.11129797,0.399005691,0.002991562,0,0,0,0,0
BVR,50,2020-12-02 10:31:00,6,1.059950656,0.106404817,0.277078559,0.002195283,0,0,0,0,0
BVR,50,2020-12-02 10:50:00,9,1.08272587,0.110450204,0.350749731,0.002323604,0,0,0,0,0
BVR,50,2020-12-02 11:05:00,11,1.074350434,0.109528706,0.340696912,0.001855195,0,0,0,0,0
FCR,50,2021-02-08 11:22:00,0.1,0.611609725,0.060424936,0.182101011,0.052806903,0,0,0,0,0
FCR,50,2021-02-08 11:36:00,1.6,0.617521909,0.059306432,0.247648348,0.052575922,0,0,0,0,0
FCR,50,2021-02-08 11:46:00,3.8,0.631528546,0.06068936,0.192788917,0.052428365,0,0,0,0,0
FCR,50,2021-02-08 12:00:00,5,0.646372805,0.062148277,0.30077385,0.052968548,1,0,0,0,0
FCR,50,2021-02-08 12:00:00,6.2,0.655169621,0.061880831,0.309893978,0.052270288,1,0,0,0,0
FCR,50,2021-02-08 12:00:00,8,0.657862805,0.061930795,0.268780868,0.053104758,1,0,0,0,0
FCR,50,2021-02-08 12:50:00,9,0.687264515,0.06393963,0.257169784,0.055198048,0,0,0,0,0
FCR,50,2021-02-26 10:45:00,0.1,0.502117329,0.041044639,0.112111856,0.025865221,0,0,0,0,0
FCR,50,2021-02-26 10:47:00,1.6,0.530410912,0.042106501,0.123728509,0.025820044,0,0,0,0,0
FCR,50,2021-02-26 11:00:00,3.8,0.5150515,0.042311063,0.133904381,0.02583744,0,0,0,0,0
FCR,50,2021-02-26 11:18:00,5,0.518625932,0.043647323,0.119844868,0.026066936,0,0,0,0,0
FCR,50,2021-02-26 11:32:00,6.2,0.522825474,0.043999701,0.156155391,0.026005418,0,0,0,0,0
FCR,50,2021-02-26 11:49:00,8,0.529526925,0.044502359,0.157474988,0.027232557,0,0,0,0,0
FCR,50,2021-02-26 12:07:00,9,0.557075172,0.046847386,0.140302728,0.030267147,0,0,0,0,0
BVR,50,2021-03-08 10:20:00,0.1,0.550034706,0.064739967,0.212981398,0.055822806,0,0,0,0,0
BVR,50,2021-03-08 10:28:00,3,0.530371103,0.064814239,0.207969432,0.055376769,0,0,0,0,0
BVR,50,2021-03-08 10:38:00,6,0.517497876,0.061266664,0.227233204,0.056281967,0,0,0,0,0
BVR,50,2021-03-08 10:49:00,9,0.514522818,0.060499302,0.184399285,0.055766874,0,0,0,0,0
BVR,50,2021-03-08 10:58:00,11,2.2956,0.2323,0.0907,0.0576,0,0,0,0,0
FCR,50,2021-03-22 09:21:00,0.1,0.334157583,0.027024511,0.066304294,0.003242196,0,0,0,0,0
FCR,50,2021-03-22 09:31:00,1.6,0.330843905,0.026609852,0.051106965,0.003093036,0,0,0,0,0
FCR,50,2021-03-22 11:10:00,3.8,0.369465868,0.032271217,0.090978505,0.001747207,0,0,0,0,0
FCR,50,2021-03-22 10:07:00,5,0.382906839,0.033887649,0.070645076,0.001069731,0,0,0,0,0
FCR,50,2021-03-22 10:20:00,6.2,0.409991539,0.035514853,0.065728298,0.001051203,0,0,0,0,0
FCR,50,2021-03-22 10:32:00,8,0.510145646,0.043725334,0.099212915,0.007988558,0,0,0,0,0
FCR,50,2021-03-22 10:43:00,9,0.779952351,0.080368711,0.121339624,0.031446152,0,0,0,0,0
BVR,50,2021-04-05 11:00:00,0.1,0.584986266,0.059516545,0.203552445,0.004563721,0,0,0,0,0
BVR,50,2021-04-05 11:07:00,3,0.589237405,0.062614198,0.145141994,0.004011607,0,0,0,0,0
BVR,50,2021-04-05 11:08:00,6,0.613143497,0.069832308,0.148076081,0.003953851,0,0,0,0,0
BVR,50,2021-04-05 11:15:00,9,0.613394596,0.074278957,0.12568396,0.005938384,0,0,0,0,0
BVR,50,2021-04-05 11:26:00,11,0.638569321,0.087656033,0.144832219,0.021644295,0,0,0,0,0
FCR,50,2021-04-16 13:23:00,0.1,0.381288497,0.035959582,0.074139324,0.004231915,0,0,0,0,0
FCR,50,2021-04-16 13:33:00,1.6,0.379994424,0.037496259,0.075303734,0.00322301,0,0,0,0,0
FCR,50,2021-04-16 13:41:00,3.8,0.258662632,0.028091797,0.033534966,0.001057661,0,0,0,0,0
FCR,50,2021-04-16 13:55:00,5,0.309170935,0.034149472,0.021693723,0.001551834,0,0,0,0,0
FCR,50,2021-04-16 14:05:00,6.2,0.460640428,0.056953409,0.019211883,0.009833801,0,0,0,0,0
FCR,50,2021-04-16 14:15:00,8,0.788097962,0.116950274,0.120390438,0.037746463,0,0,0,0,0
FCR,50,2021-04-16 14:24:00,9,1.002543233,0.160960215,0.027323519,0.082148842,0,0,0,0,0
BVR,50,2021-05-03 10:15:00,0.1,0.399092303,0.02113343,,,0,0,0,1,1
BVR,50,2021-05-03 10:26:00,3,0.417603459,0.024007845,0.136653756,0.002357147,0,0,0,0,0
BVR,50,2021-05-03 10:39:00,6,0.683957886,0.086760747,,,0,0,0,1,1
BVR,50,2021-05-03 10:43:00,9,1.19431298,0.268938019,0.129372797,0.00166391,0,0,0,0,0
BVR,50,2021-05-03 11:01:00,11,1.798279083,0.459829223,0.026839159,0.408776049,0,0,0,0,0
FCR,50,2021-05-06 10:50:00,0.1,0.316549424,0.037561805,0.029161193,0.005965091,0,0,0,0,0
FCR,50,2021-05-06 11:05:00,1.6,0.318366217,0.035740767,0.038026392,0.004888388,0,0,0,0,0
FCR,50,2021-05-06 11:12:00,3.8,0.358338387,0.039432821,0.013076963,0.001516619,0,0,0,0,0
FCR,50,2021-05-06 11:20:00,5,0.418369091,0.051319501,0.018340098,0.003300453,0,0,0,0,0
FCR,50,2021-05-06 11:27:00,6.2,0.731602979,0.127207234,,,0,0,0,2,2
FCR,50,2021-05-06 11:35:00,8,1.064204666,0.195500702,0.023328884,0.11714176,0,0,0,0,0
FCR,50,2021-05-06 11:42:00,9,2.727823214,0.506103257,0.042108634,0.453200301,0,0,0,0,0
FCR,100,2021-05-06 15:30:00,0.1,,,0.033855839,0.002974286,0,2,2,0,0
FCR,50,2021-05-14 13:29:00,0.1,0.308840618,0.025819129,0.085677727,0.010696858,0,0,0,0,0
FCR,50,2021-05-14 13:34:00,1.6,0.320793331,0.026080104,0.090335086,0.006495952,0,0,0,0,0
FCR,50,2021-05-14 13:39:00,3.8,0.356316732,0.04374048,0.049569033,0.00295849,0,0,0,0,0
FCR,50,2021-05-14 13:44:00,5,0.30503591,0.047091212,0.024644898,0.002689251,0,0,0,0,0
FCR,50,2021-05-14 13:50:00,6.2,0.382508967,0.05210939,0.025529622,0.003891129,0,0,0,0,0
FCR,50,2021-05-14 13:56:00,8,1.9327293,0.413765987,0.045605394,0.339583867,0,0,0,0,0
FCR,50,2021-05-14 14:02:00,9,2.062773299,0.48091842,0.052168731,0.418543028,0,0,0,0,0
BVR,50,2021-05-14 10:07:00,0.1,0.234521873,0.011433019,0.113779753,0.002128999,0,0,0,0,0
BVR,50,2021-05-14 10:24:00,3,0.232327705,0.011295323,0.102556164,0.00343854,0,0,0,0,0
BVR,50,2021-05-14 10:37:00,6,0.345221714,0.030861915,0.098481304,0.006898488,0,0,0,0,0
BVR,50,2021-05-14 10:52:00,9,1.370015055,0.431168216,0.062819569,0.384125015,0,0,0,0,0
BVR,50,2021-05-14 11:10:00,11,3.015944566,0.597688562,1.919578776,0.577699621,0,0,0,0,0
FCR,50,2021-05-24 11:17:00,0.1,0.308134241,0.022076909,0.204342009,0.005804049,0,0,0,0,0
FCR,50,2021-05-24 11:31:00,1.6,0.316695788,0.023067665,0.183040716,0.003471099,0,0,0,0,0
FCR,50,2021-05-24 12:57:00,3.8,0.284451467,0.028658116,0.074945684,0.007267293,0,0,0,0,0
FCR,50,2021-05-24 13:16:00,5,0.404329314,0.068152654,0.046419958,0.021482138,0,0,0,0,0
FCR,50,2021-05-24 13:32:00,6.2,0.742764605,0.162815874,0.05870797,0.101079067,0,0,0,0,0
FCR,50,2021-05-24 13:35:00,8,1.684477122,0.423452282,0.154737381,0.405503831,0,0,0,0,0
FCR,50,2021-05-24 13:44:00,9,2.392694335,0.62038066,2.224756294,0.639369011,0,0,0,0,0
FCR,100,2021-05-24 14:40:00,0.1,,,0.023174908,0.003574881,0,2,2,0,0
FCR,50,2021-05-26 11:00:00,0.1,0.337833063,0.023548683,0.20975901,0.004658405,0,0,0,0,0
FCR,50,2021-05-26 11:06:00,1.6,0.336297189,0.023765888,0.211417147,0.002925052,0,0,0,0,0
FCR,50,2021-05-26 11:10:00,3.8,0.31291247,0.029535435,0.105185813,0.008139374,0,0,0,0,0
FCR,50,2021-05-26 11:16:00,5,0.337238538,0.051957343,0.064991571,0.0169042,0,0,0,0,0
FCR,50,2021-05-26 11:22:00,6.2,0.601514526,0.133612937,0.050336006,0.077044052,0,0,0,0,0
FCR,50,2021-05-26 11:29:00,8,2.278031768,0.562078286,0.746307518,0.547082614,0,0,0,0,0
FCR,50,2021-05-26 11:33:00,9,3.369588275,0.690400896,1.913539302,0.68050208,0,0,0,0,0
FCR,50,2021-05-28 10:14:00,0.1,0.418881517,0.030544645,0.258990108,0.004416038,0,0,0,0,0
FCR,50,2021-05-28 10:18:00,1.6,0.411417559,0.029192124,0.247298228,0.002678199,0,0,0,0,0
FCR,50,2021-05-28 10:22:00,3.8,0.42236067,0.035801142,0.167130788,0.01076377,0,0,0,0,0
FCR,50,2021-05-28 10:25:00,5,0.364475898,0.059799842,0.081293577,0.028060517,0,0,0,0,0
FCR,50,2021-05-28 10:30:00,6.2,0.706702157,0.156059217,0.081581692,0.159995107,0,0,0,0,0
FCR,50,2021-05-28 10:36:00,8,2.481613824,0.570504193,1.179600408,0.580869778,0,0,0,0,0
FCR,50,2021-05-28 10:40:00,9,2.908703891,0.642296994,1.515108039,0.625603152,0,0,0,0,0
FCR,50,2021-05-31 12:23:00,0.1,0.49434674,0.035347455,0.262451615,0.004372098,0,0,0,0,0
FCR,50,2021-05-31 12:35:00,1.6,0.488285359,0.037211232,0.265789906,0.0028223,0,0,0,0,0
FCR,50,2021-05-31 12:54:00,3.8,0.327627716,0.040551197,0.109692241,0.018389565,0,0,0,0,0
FCR,50,2021-05-31 13:10:00,5,0.351197783,0.055626579,0.05628101,0.027810706,0,0,0,0,0
FCR,50,2021-05-31 13:15:00,6.2,0.595009746,0.145257184,0.039751599,0.123495904,0,0,0,0,0
